lon,lat
-73.87769399999999,40.82756699999999
-73.8978971,40.8593231
-73.9910835,40.7358633
-73.9364949,40.6709133
-73.94036559999999,40.8382122
-73.95086239999999,40.7896867
-73.87646769999999,40.8799105
-73.93028199999999,40.8356807
-73.8612488,40.877234
-73.9516482,40.6538279
-92.3404,34.741715
-73.8247353,40.8226332
-73.9821154,40.7687804
NA,NA
-73.9217044,40.8379587
NA,NA
-73.9312073,40.8545638
-73.8954267,40.8336715
-73.95214299999999,40.668414
-73.96095249999999,40.6500949
-73.8077342,40.7005878
-73.9634411,40.671783
-73.9322789,40.6907549
-73.8485824,40.8184226
-73.904527,40.6863164
-73.9473731,40.7845832
-74.0069817,40.6374479
-73.8834141,40.8358676
-73.9910835,40.7358633
-74.07745899999999,40.6446525
-73.90908739999999,40.8132328
-73.8277773,40.8287071
-73.9822454,40.59327150000001
-73.9604865,40.5941035
-73.90942729999999,40.6664214
-73.8635501,40.8953852
-73.944965,40.8077652
-73.8273285,40.8308433
-73.9538269,40.7845593
-73.78824159999999,40.6895822
-73.8974707,40.8204955
-73.7391435,40.7336309
-73.88128019999999,40.8432092
-73.9626297,40.7756496
-73.74744799999999,40.6957729
-73.9167841,40.8398843
-73.8682089,40.6863694
-73.756485,40.6914883
-74.0075286,40.732866
-73.9613736,40.5814571
-73.90523329999999,40.6186854
-73.91641790000001,40.83897049999999
-73.9257173,40.676341
-73.93924810000001,40.6890293
NA,NA
-73.9281906,40.83391049999999
-74.08018969999999,40.6184216
-74.0059728,40.7127753
-74.004272,40.7526522
-73.8611347,40.8395358
NA,NA
-73.86672730000001,40.8305027
-74.07745899999999,40.6446525
-73.96027459999999,40.6258813
-73.9521754,40.799836
-73.8766128,40.8202213
-73.9299429,40.6481947
-74.07572929999999,40.6373185
-74.00068329999999,40.5748699
-74.0862452,40.6398663
-73.8648268,40.8447819
-73.9750196,40.683706
-73.93575299999999,40.850063
-73.87844580000001,40.8321027
-73.9520706,40.8104465
-73.9184645,40.8255832
-73.8862997,40.6887278
-73.9955258,40.64359280000001
-73.89862339999999,40.8539464
-73.9408041,40.820412
-73.917883,40.8227975
-73.9347781,40.8520689
-73.8873945,40.8322488
-73.8600223,40.8415505
-73.8761853,40.6747652
-73.89820259999999,40.8590924
-73.856803,40.882779
-73.8935489,40.704237
-73.9140965,40.8332882
-73.9223177,40.66536310000001
-73.8879024,40.8267511
-74.00255899999999,40.5802099
-73.9135008,40.6889344
-74.0059728,40.7127753
-73.87688849999999,40.8264901
-73.986731699999993,40.7722278
-73.75272679999999,40.6080355
-73.8124855,40.70244539999999
-73.929988,40.691045
-73.8931662,40.6700412
-73.88190689999999,40.8683858
-73.86353799999999,40.74448599999999
-74.0059728,40.7127753
-73.8930488,40.67236219999999
-73.75528899999999,40.6053416
-74.000759,40.5781779
-73.9968643,40.7060855
-74.0874633,40.6472854
-73.91143319999999,40.821282
-73.8877819,40.8374083
-73.9287374,40.6874066
-73.9174737,40.824333
-73.94986229999999,40.6818146
-73.9369492,40.8429774
-73.9001119,40.8539879
-73.8316913,40.85245
-73.90520289999999,40.848077
-73.9096471,40.8336219
-73.9999441,40.7376219
-73.9893848,40.7185941
NA,NA
NA,NA
-74.0849259,40.6160697
-73.9238264,40.8470288
-73.98830579999999,40.6843502
-73.9215126,40.811053
-73.85467899999999,40.88985
-73.94054810000002,40.69278910000001
-73.9156273,40.8292146
-73.8871125,40.6589543
-73.9854323,40.7316589
-73.93617239999999,40.8204328
-73.9671431,40.75677049999999
-73.857089,40.890286
-73.9140965,40.8332882
-73.95949399999999,40.6528762
-73.909527,40.8540405
-73.95949399999999,40.6528762
-73.9165149,40.8392489
-74.0011086,40.7402624
-73.9887064,40.719800000000014
-80.266705,25.84529
-73.87649320000001,40.8755156
-73.82526639999999,40.7115996
-73.8733357,40.742497
-74.0059728,40.7127753
-73.9217998,40.66004
-73.8648268,40.8447819
-73.9249013,40.8363221
-73.9172323,40.8330671
-73.9371761,40.8310337
-73.9910835,40.7358633
-74.0092811,40.6534984
-73.8862997,40.6887278
-73.7948516,40.7282239
-73.9378468,40.81107859999999
-73.8732636,40.8402176
-73.9511548,40.810186
-73.7948516,40.7282239
-74.13472279999999,40.6257872
NA,NA
-73.9468169,40.81298839999999
NA,NA
-74.0825993,40.6141915
-73.9010744,40.8682943
-73.91507399999999,40.8409912
-73.90002,40.8157528
-74.0018264,40.5774097
-74.0059728,40.7127753
-73.8992888,40.8214163
-73.9149017,40.8088568
-73.94616189999999,40.79768
NA,NA
-73.8553137,40.8093335
-73.98196229999999,40.7778632
-74.0092635,40.6557617
-74.0059728,40.7127753
-73.9249013,40.8363221
-73.798198,40.695076
-73.7948516,40.7282239
-73.8876198,40.8188417
-73.9380434,40.8178804
-73.89472789999999,40.8475669
-73.8648268,40.8447819
-73.8670374,40.8395526
-73.8790465,40.6629758
-73.8803303,40.8825611
-73.897399,40.8252019
-73.8648268,40.8447819
-73.8454273,40.8182732
-73.9946697,40.7527053
NA,NA
-73.8907497,40.858736
-73.8634034,40.8412549
-73.9396747,40.8044542
-73.8888925,40.8193954
-73.95949399999999,40.6528762
-73.9113192,40.8478837
-73.9674438,40.752798
-73.9249013,40.8363221
-73.9149655,40.6747322
-73.94987239999999,40.8267753
-73.86724579999999,40.82514889999999
-73.940799,40.789173
-73.7948516,40.7282239
-73.9491681,40.6484378
-73.9401682,40.7873441
-73.91664999999999,40.8191879
-73.862742,40.8793918
-73.9391563,40.6956253
-73.7948516,40.7282239
-74.0018264,40.5774097
-73.9199672,40.6357827
-73.941813,40.6960029
-73.8958854,40.6643514
-73.95063689999999,40.6588051
-74.1640824,40.625661
-73.7903247,40.7076393
-73.9001115,40.8539903
-73.9461895,40.6961775
-73.98469990000001,40.7597639
-73.92846349999999,40.8104066
-73.7866367,40.5954223
-73.9039847,40.8576582
-73.89091359999999,40.6777251
-73.9064239,40.83268169999999
-73.8312704,40.765223400000004
-73.9431183,40.8159328
-73.89864539999999,40.8666241
-73.9873646,40.7630876
-73.848109,40.8711939
-73.900849,40.8346282
-73.78320839999999,40.7006963
-73.94500599999999,40.6723642
-73.8999293,40.8795733
-73.98982339999999,40.7396961
-74.16619159999999,40.6358572
-73.9994498,40.7216015
-73.9155426,40.8165396
-73.9023665,40.8687016
-73.9879464,40.5762644
-74.0039697,40.580833
-73.89683699999999,40.829423
-74.00189,40.747844
-73.9165149,40.8392489
-73.88351399999999,40.867348
-73.90442949999999,40.8541422
-73.9499165,40.67609789999999
-73.9498967,40.6500043
-73.8653381,40.8641395
-73.9929789,40.75285700000001
NA,NA
-73.9045355,40.7024011
-73.95099929999999,40.6530991
-73.8648268,40.8447819
-73.92252839999999,40.6819408
-73.91205409999999,40.8500688
-73.8642797,40.8850665
-73.92608469999999,40.8333577
-73.9184645,40.8255832
-73.89272799999999,40.6625867
-73.9075529,40.66306890000001
-73.845055,40.6647031
-73.9495271,40.7861708
-73.91722109999999,40.8199997
-73.95641739999999,40.6677842
-73.8833643,40.6665456
-73.8931411,40.6663782
-73.91390299999999,40.849627
-73.8773508,40.8281405
-73.95949399999999,40.6528762
-73.9075529,40.66306890000001
-73.95949399999999,40.6528762
-73.88079929999999,40.85684029999999
-73.9132482,40.7663555
-73.9406884,40.8377794
NA,NA
-73.9227828,40.8173545
-73.9800415,40.7263234
-73.8700237,40.8320312
-73.91226069999999,40.6821904
-73.9552005,40.6542568
-73.9503568,40.8264107
-73.873469,40.8761342
-73.9098308,40.6638926
-73.9422902,40.7969671
-73.9217503,40.831643
-73.8648268,40.8447819
-73.9213721,40.6655034
-73.9494383,40.6782261
-73.9754521,40.7193432
-74.1692118,40.5804079
-73.9001329,40.872386
-73.90647899999999,40.838772
-73.9219904,40.835793
-73.75539599999999,40.704524
-73.9906932,40.71675219999999
-73.85514549999999,40.8224938
-73.9383115,40.5978873
-73.91449879999999,40.8055571
-73.90215669999999,40.872506
-73.9898439,40.6913882
-73.9300578,40.8118656
-73.8930488,40.67236219999999
-73.98365179999999,40.5924347
-73.917312,40.830775
-73.8874273,40.8595729
-73.8631851,40.8828669
-73.92523260000002,40.81314
-73.8568062,40.8763934
-73.94016119999999,40.7048796
-73.94771539999999,40.6952746
-73.9662599,40.7989665
-73.8914404,40.8232433
-73.8805205,40.8291717
-73.7909197,40.7633356
-73.90803160000002,40.8369709
-73.84137799999999,40.8986923
-73.8169656,40.7117759
-73.942028,40.8328803
-74.0059728,40.7127753
-73.9192865,40.67062620000001
-73.9800259,40.7596293
-73.93908499999999,40.5860016
-73.9505697,40.6677222
-73.89182079999999,40.679313
-73.9433822,40.812474
-73.8676378,40.8566322
-73.952939,40.80134899999999
-73.9152462,40.8417599
-74.0835951,40.6226539
-73.9630991,40.7750168
-73.952737,40.6914185
-73.9452019,40.6898391
-73.7971551,40.69040510000001
-74.0059728,40.7127753
-73.89588599999999,40.6605835
-73.980323,40.612892
-73.8823738,40.8533357
-73.89249339999999,40.8527712
-73.9042297,40.8582362
-73.9152462,40.8417599
-73.804912,40.672457
-73.8623527,40.7300533
-73.9495938,40.7917087
-73.8891038,40.65942829999999
-73.9882871,40.717363400000004
-73.9450753,40.6779591
-73.9211883,40.8677121
-73.9446244,40.6869124
-73.9565092,40.6520267
-73.9394744,40.8209435
-73.90017739999999,40.6586765
-73.820876,40.678833
-73.8648268,40.8447819
-73.89313159999999,40.6652053
-73.9031434,40.8183571
-73.9233292,40.6704487
-73.79401399999999,40.70591
-73.9897885,40.7572517
-73.93211,40.6893106
-73.88658199999999,40.836238
-73.91030289999999,40.7565293
-73.98911389999999,40.7317691
-73.939413,40.6899522
-73.9250177,40.8347992
-73.8624663,40.8786594
-73.873655,40.74581329999999
-74.0059728,40.7127753
-73.9811407,40.6897553
-73.9191994,40.6957671
-73.9152462,40.8417599
-73.9208276,40.8674285
-73.91071769999999,40.8390162
-73.90875009999999,40.9040658
-74.0009505,40.7158918
NA,NA
-73.9580258,40.6459145
-73.90484169999999,40.8445955
-74.0009505,40.7158918
-73.8475126,40.8875027
-73.9987185,40.7324787
-73.965616,40.7954774
-73.95996439999999,40.68383
-73.8864467,40.7921377
-73.9502976,40.6988204
-73.9561681,40.8207594
-73.8318208,40.88485259999999
-73.9066342,40.6632471
-73.9974706,40.6437367
-73.931343,40.585064
-73.9384104,40.6878044
-73.9152462,40.8417599
-73.863766,40.879714
-73.9547149,40.673046
-73.8902935,40.6641906
-74.003368,40.7330365
-73.9166019,40.8089719
-73.8560468,40.8874532
-73.9316338,40.7852476
-73.93488669999999,40.6795818
-74.0059728,40.7127753
-73.8648268,40.8447819
-73.77109759999999,40.6782546
-73.8908421,40.8358196
-73.94712609999999,40.8258981
-73.9611846,40.5982958
-73.9049663,40.8828875
-73.9022406,40.8314084
-73.94200119999999,40.8375006
-73.9123801,40.8309583
-73.9438675,40.7931528
-73.8214591,40.8639835
-73.95949399999999,40.6528762
-73.93684499999999,42.809708
-74.00189170000002,40.71211479999999
-73.89009829999999,40.8215042
-73.9250177,40.8347992
-73.7962512,40.704809
-73.84992629999999,40.903537300000004
-73.93178,40.8506667
-73.9231606,40.6744758
-73.90498070000001,40.64847899999999
-73.92239769999999,40.6710125
-73.91591369999999,40.82018009999999
-73.9067532,40.8235775
-73.92580099999999,40.8279249
-73.91462349999999,40.8365114
-73.929386,40.6802881
-73.9387998,40.703454
-73.95684469999999,40.6386556
-73.95949399999999,40.6528762
-74.00586609999999,40.7402642
-73.7842,40.69306599999999
-73.9722048,40.7498231
-73.9231606,40.6744758
-73.9271838,40.8174338
-73.9455266,40.7563047
-73.8878608,40.84213099999999
-73.9130035,40.8334151
-73.9221918,40.6673596
-73.9772825,40.7222349
-73.9801753,40.7171876
-73.9112273,40.8224399
-73.98776459999999,40.7498204
-73.9244111,40.6208524
-73.95949399999999,40.6528762
-73.8933187,40.8593188
-73.9449103,40.8130374
-73.9370613,40.811225
-73.86508309999999,40.8543539
-73.9016506,40.8578474
-73.9144869,40.8116589
-73.9229063,40.8471026
-73.9003992,40.6670204
-73.9377033,40.8084411
-73.9809612,40.6979307
-73.9974191,40.7700321
-73.94936480000001,40.8286233
-73.8732638,40.6724213
-73.8897441,40.8630781
-74.00111489999999,40.7307914
-73.941243,40.828292
-73.9333963,40.7718953
NA,NA
-73.9511563,40.6384299
-73.91793530000001,40.659522
-73.91425869999999,40.8129283
-73.9113964,40.8310173
-73.95949399999999,40.6528762
-73.9155717,40.8290122
-73.8683238,40.8260979
-73.98613639999999,40.7575262
-73.84450009999999,40.8562637
-73.7948516,40.7282239
-73.95949399999999,40.6528762
-73.892849,40.86807650000001
-73.94347909999999,40.6822418
-73.9113781,40.6993695
-73.8960104,40.8555977
-73.8956676,40.6663012
-73.91726419999999,40.8490832
-73.8536223,40.834473
-73.93754059999999,40.6799565
-73.9125926,40.8550674
-73.7337896,40.7140685
-73.906852,40.8707925
-73.9893283,40.7139005
-73.8767414,40.6586812
-73.93178,40.8506667
-73.9480854,40.795543
-73.9044241,40.8152581
-73.9404248,40.7119126
-73.982957,40.689699
-74.16076439999999,40.6305217
-73.95244,40.7210549
-73.90918959999999,40.8203502
-73.9384252,40.8508747
-73.786025,40.6737751
-83.0669052,39.95400120000001
-73.92354000000002,40.67721
-73.9859997,40.7573349
-73.9081959,40.8243197
-74.0059728,40.7127753
-73.99565570000001,40.5790202
-73.9404351,40.7010829
-73.8840908,40.8481384
-73.9266358,40.8645387
-73.9531458,40.65691690000001
-73.8929641,40.8212197
-73.950497,40.654468
-73.91787099999999,40.8348019
-73.9229028,40.7394469
-73.89000519999999,40.8137349
-73.9223604,40.8361293
-73.9091449,40.8122511
-73.8613752,40.8774734
-73.9813436,40.6854062
-74.00215410000001,40.7365053
-73.9382718,40.796313
-73.9158547,40.6948805
-73.9508132,40.7695622
-73.917282,40.834496
-73.98694929999999,40.7560445
-73.9525697,40.80885019999999
-73.89619739999999,40.8218524
-73.9152462,40.8417599
-73.9116669,40.8069628
-73.9063388,40.8636647
-73.8648268,40.8447819
-73.9475595,40.6410141
-73.9001025,40.743324200000004
-73.91416679999999,40.8363467
-73.89349770000001,40.859183
-73.98298600000001,40.673008
-73.9109411,40.6787906
-73.99132759999999,40.7578775
-73.89433629999999,40.6449249
-73.9718753,40.7629679
-73.908147,40.8587822
-73.9001012,40.8728415
-73.8960468,40.8215639
-73.92045929999999,40.66563499999999
-73.9138846,40.8284632
-73.90231659999999,40.8835686
-73.9876018,40.6947503
-73.91025669999999,40.8129111
-73.9589228,40.690268
-73.902836,40.85853789999999
-73.9540395,40.821355
-73.89061199999999,40.6693173
-73.7351496,40.7261564
-73.9353799,40.8515173
-73.8756316,40.8267185
-73.88305470000002,40.8438017
-73.898552,40.667283
-74.1335014,40.6377917
-73.9797428,40.6956546
-77.4037261,36.8780212
-73.9202518,40.8809075
-73.9588887,40.6686718
-73.917118,40.69811
-73.91485750000001,40.8245063
-73.9552496,40.7076976
-73.9059272,40.8330398
-74.0036349,40.7429242
-73.94565109999999,40.692051
-73.9204482,40.826647
-73.9132712,40.7655294
-73.9619668,40.75961969999999
-73.9803445,40.6865313
-73.9447158,40.82402159999999
-73.9218339,40.6770246
-74.07688870000001,40.6377602
-73.95949399999999,40.6528762
-73.9344679,40.8171779
-73.9894265,40.7574573
-73.8950177,40.6646102
-73.97726759999999,40.7275648
-73.9441579,40.6781784
-73.9900657,40.5760418
-73.94484489999999,40.6888187
-73.8930086,40.8238573
-73.9473596,40.6867913
-73.8097056,40.7055477
-73.95098349999999,40.6639509
-73.8270199,40.762361
-73.9017659,40.823633
-73.9049591,40.8433825
-73.99028659999999,40.7565743
-73.96139099999999,40.682939
-73.95807049999999,40.8049045
-73.8500269,40.8275926
-73.976055,40.7514465
-73.9762063,40.7815071
-73.997552,40.746581
-73.9745066,40.6807245
-73.8906373,40.8264472
-73.9443299,40.7540668
-73.9475321,40.6588811
-73.9427462,40.6936847
-73.8635718,40.8821723
-73.9023334,40.8455945
-73.938965,40.687206
-73.8643136,40.8815115
-73.96007689999999,40.6748762
-73.8373806,40.8907304
-73.8888161,40.8337469
-73.9935648,40.7526686
-73.9376095,40.59612569999999
-73.85497769999999,40.89448429999999
-73.8540762,40.8734473
-73.9095328,40.8744933
-73.9047823,40.81567829999999
-73.92239769999999,40.6710125
-73.8927827,40.8650522
-73.87348899999999,40.841892
-73.88629089999999,40.7554264
-74.0009505,40.7158918
-73.822436,40.750938
-73.9419382,40.7856939
-73.9295985,40.6514457
-74.02677609999999,40.63323980000001
-73.894196,40.863823
-73.922516,40.682232
-73.9676762,40.7628581
-73.837927,40.8394035
-73.92580099999999,40.8279249
-73.948172,40.7181647
-73.9591389,40.669672
-73.88613,40.81576099999999
-73.9194019,40.8351745
-74.0846672,40.61519390000001
-73.9951995,40.6450938
-73.90028199999999,40.86378699999999
-74.0016188,40.74153949999999
-73.9027777,40.8692763
-73.8891562,40.6754955
-74.02940149999999,40.614814
-73.91810130000002,40.7700626
-74.0035359,40.7428238
-73.8878245,40.835393
-73.9138846,40.8284632
NA,NA
-74.0007864,40.7216962
-73.9302415,40.6746488
-73.7898209,40.7668547
-73.90851909999999,40.8329598
-73.97150409999999,40.76377540000001
-73.9337791,40.846788
NA,NA
-73.8895241,40.8185896
-73.9033699,40.848961
-73.9409727,40.5977843
-73.9103279,40.8742634
-73.8899794,40.8267892
-73.9817403,40.6987957
-73.8974707,40.8204955
-73.9586276,40.6660653
-73.9072304,40.6878827
-73.9467112,40.6312212
-73.91534779999999,40.8142782
-73.9385609,40.6866878
-73.97837059999999,40.73912300000001
-73.9782886,40.7209693
-73.92103449999999,40.6678482
-73.9268797,40.6566889
-73.961906,40.682495
-73.8057202,40.6772234
-73.8978825,40.8210118
-74.1187092,40.6088195
-73.9250845,40.6738466
-73.9606714,40.660994
-73.9156533,40.81266770000001
-73.9019244,40.8580946
-73.86050469999999,40.8768619
-73.7402942,40.659107
-73.9604865,40.5941035
-73.8373806,40.8907304
-73.90955,40.691503
-73.9411205,40.7102215
-73.90364050000001,40.70294680000001
-74.02854339999999,40.6094454
-73.9063664,40.8702975
-73.948419,40.6399946
-73.90973,40.8153546
-73.94205939999999,40.6103271
-73.9023855,40.8124096
-73.8310857,40.9019104
-73.9165024,40.8188861
-73.999298,40.57299
-73.952765,40.65745
-73.9149659,40.8512384
-74.07502149999999,40.6422102
-73.98281000000001,40.761715
-73.894196,40.863823
-73.8908447,40.6646171
-73.9339816,40.7628425
-73.9009616,40.83170700000001
-73.89910139999999,40.8228673
-73.949647,40.678963
-73.9419184,40.8228318
-73.8786354,40.6731101
-73.8671579,40.8714389
-73.8832024,40.6486898
-73.9315817,40.8324556
-73.9888689,40.713254
-73.921989,40.813858
-73.8488857,40.9065156
-73.8526164,40.89781929999999
-73.9409927,40.6918106
-73.9841077,40.7548358
-73.83440449999999,40.687576
-73.9046771,40.670251
-73.95842549999999,40.6699263
-73.9343173,40.6299346
-73.95045069999999,40.6847434
-73.85227809999999,40.8917815
-73.7247189,40.754022
-73.9297471,40.6463192
-73.9274121,40.8183248
-73.94433099999999,40.7569025
-73.917836,40.818171
-73.8569485,40.8369144
-73.9182804,40.6724412
-73.8958907,40.8209947
-73.99032350000002,40.7345371
-73.9400888,40.7895918
NA,NA
-73.9432721,40.7553235
-73.8640659,40.879796
-73.9147339,40.6759667
-73.9822123,40.7396129
-73.9000464,40.8234964
-73.9472933,40.6826696
-73.893107,40.82372609999999
-73.92117139999999,40.8264003
-73.83160880000001,40.7545547
-73.8929508,40.8246818
-73.9414827,40.5983108
-73.90541710000001,40.6166618
-73.9719197,40.7947225
-73.9508865,40.6869434
-73.83724269999999,40.87954879999999
-73.91496599999999,40.6699716
-73.8648268,40.8447819
-73.9083796,40.6630322
-73.9374292,40.8043863
-73.8791219,40.6816932
